price_per_night,room_type,normalized_price,catergorized_price_sec,catergorized_normalized_price_sec
275,apartment,0.0044607919232704536,300.0,0.19999999999999973
525,apartment,0.6520407282417554,550.0,0.7999999999999996
39,room,-0.2131442625792176,50.0,-0.20000000000000018
55,room,-0.15086974230997455,100.0,-2.220446049250313e-16
126,apartment,-0.3814968501225465,150.0,-0.20000000000000018
80,apartment,-0.5006515584051477,100.0,-0.40000000000000013
999,apartment,1.8798522875016028,,1.9999999999999991
29,room,-0.2520658377474945,50.0,-0.20000000000000018
300,apartment,0.06921878555511894,300.0,0.19999999999999973
36,room,-0.22482073512970066,50.0,-0.20000000000000018
104,apartment,-0.43848388451857323,150.0,-0.40000000000000013
175,apartment,-0.25457118260412354,200.0,-0.20000000000000018
152,apartment,-0.31414853674542415,200.0,-0.20000000000000018
200,apartment,-0.189813188972275,200.0,-2.220446049250313e-16
125,apartment,-0.3840871698678205,150.0,-0.20000000000000018
155,room,0.23834600937279457,200.0,0.3999999999999997
39,room,-0.2131442625792176,50.0,-0.20000000000000018
300,apartment,0.06921878555511894,300.0,0.19999999999999973
165,room,0.2772675845410715,200.0,0.3999999999999997
35,room,-0.22871289264652836,50.0,-0.20000000000000018
465,apartment,0.49662154352531895,500.0,0.5999999999999996
255,apartment,-0.047345602982208336,300.0,-2.220446049250313e-16
64,apartment,-0.5420966743295308,100.0,-0.40000000000000013
70,room,-0.09248737955755917,100.0,-2.220446049250313e-16
175,room,0.3161891597093484,200.0,0.3999999999999997
180,apartment,-0.2416195838777538,200.0,-0.20000000000000018
125,apartment,-0.3840871698678205,150.0,-0.20000000000000018
183,apartment,-0.23384862464193198,200.0,-0.20000000000000018
200,room,0.41349309763004066,200.0,0.5999999999999996
89,apartment,-0.4773386806976823,100.0,-0.40000000000000013
60,apartment,-0.5524579533106265,100.0,-0.40000000000000013
55,room,-0.15086974230997455,100.0,-2.220446049250313e-16
110,apartment,-0.4229419660469296,150.0,-0.40000000000000013
300,apartment,0.06921878555511894,300.0,0.19999999999999973
126,apartment,-0.3814968501225465,150.0,-0.20000000000000018
98,room,0.016493030913616175,100.0,0.19999999999999973
99,room,0.020385188430443867,100.0,0.19999999999999973
181,apartment,-0.23902926413247988,200.0,-0.20000000000000018
185,apartment,-0.22866798515138412,200.0,-0.20000000000000018
325,apartment,0.13397677918696743,350.0,0.19999999999999973
249,apartment,-0.06288752145385197,250.0,-2.220446049250313e-16
38,room,-0.2170364200960453,50.0,-0.20000000000000018
185,apartment,-0.22866798515138412,200.0,-0.20000000000000018
109,apartment,-0.42553228579220354,150.0,-0.40000000000000013
230,apartment,-0.11210359661405683,250.0,-2.220446049250313e-16
169,apartment,-0.27011310107576714,200.0,-0.20000000000000018
200,room,0.41349309763004066,200.0,0.5999999999999996
39,room,-0.2131442625792176,50.0,-0.20000000000000018
199,apartment,-0.19240350871754897,200.0,-2.220446049250313e-16
60,apartment,-0.5524579533106265,100.0,-0.40000000000000013
54,room,-0.15476189982680222,100.0,-2.220446049250313e-16
55,room,-0.15086974230997455,100.0,-2.220446049250313e-16
52,room,-0.16254621486045762,100.0,-2.220446049250313e-16
89,apartment,-0.4773386806976823,100.0,-0.40000000000000013
42,room,-0.20146779002873452,50.0,-0.20000000000000018
50,room,-0.170330529894113,50.0,-2.220446049250313e-16
75,room,-0.07302659197342072,100.0,-2.220446049250313e-16
125,apartment,-0.3840871698678205,150.0,-0.20000000000000018
195,apartment,-0.20276478769864473,200.0,-0.20000000000000018
99,apartment,-0.4514354832449429,100.0,-0.40000000000000013
199,apartment,-0.19240350871754897,200.0,-2.220446049250313e-16
109,room,0.05930676359872077,150.0,0.19999999999999973
65,apartment,-0.5395063545842569,100.0,-0.40000000000000013
250,room,0.6081009734714252,250.0,0.7999999999999996
74,room,-0.0769187494902484,100.0,-2.220446049250313e-16
39,room,-0.2131442625792176,50.0,-0.20000000000000018
350,apartment,0.19873477281881594,350.0,0.19999999999999973
134,apartment,-0.36077429216035506,150.0,-0.20000000000000018
119,apartment,-0.39962908833946414,150.0,-0.20000000000000018
165,apartment,-0.2804743800568629,200.0,-0.20000000000000018
90,apartment,-0.47474836095240835,100.0,-0.40000000000000013
236,apartment,-0.09656167814241319,250.0,-2.220446049250313e-16
49,room,-0.17422268741094069,50.0,-2.220446049250313e-16
83,apartment,-0.492880599169326,100.0,-0.40000000000000013
126,apartment,-0.3814968501225465,150.0,-0.20000000000000018
90,room,-0.014644229221005355,100.0,-2.220446049250313e-16
85,apartment,-0.48769995967877805,100.0,-0.40000000000000013
90,apartment,-0.47474836095240835,100.0,-0.40000000000000013
169,apartment,-0.27011310107576714,200.0,-0.20000000000000018
49,room,-0.17422268741094069,50.0,-2.220446049250313e-16
139,apartment,-0.3478226934339853,150.0,-0.20000000000000018
55,room,-0.15086974230997455,100.0,-2.220446049250313e-16
699,apartment,1.102756363919421,700.0,1.1999999999999993
300,apartment,0.06921878555511894,300.0,0.19999999999999973
150,apartment,-0.319329176235972,150.0,-0.20000000000000018
275,apartment,0.0044607919232704536,300.0,0.19999999999999973
51,room,-0.16643837237728532,100.0,-2.220446049250313e-16
50,room,-0.170330529894113,50.0,-2.220446049250313e-16
151,apartment,-0.31673885649069805,200.0,-0.20000000000000018
328,apartment,0.14174773842278926,350.0,0.19999999999999973
150,apartment,-0.319329176235972,150.0,-0.20000000000000018
45,room,-0.18979131747825145,50.0,-2.220446049250313e-16
34,room,-0.23260505016335606,50.0,-0.20000000000000018
29,room,-0.2520658377474945,50.0,-0.20000000000000018
150,apartment,-0.319329176235972,150.0,-0.20000000000000018
99,apartment,-0.4514354832449429,100.0,-0.40000000000000013
55,room,-0.15086974230997455,100.0,-2.220446049250313e-16
150,room,0.2188852217886561,150.0,0.3999999999999997
98,apartment,-0.4540258029902169,100.0,-0.40000000000000013
235,apartment,-0.09915199788768714,250.0,-2.220446049250313e-16
70,apartment,-0.5265547558578871,100.0,-0.40000000000000013
158,apartment,-0.2986066182737805,200.0,-0.20000000000000018
89,apartment,-0.4773386806976823,100.0,-0.40000000000000013
239,apartment,-0.08879071890659138,250.0,-2.220446049250313e-16
222,apartment,-0.13282615457624836,250.0,-2.220446049250313e-16
235,apartment,-0.09915199788768714,250.0,-2.220446049250313e-16
222,apartment,-0.13282615457624836,250.0,-2.220446049250313e-16
235,apartment,-0.09915199788768714,250.0,-2.220446049250313e-16
235,apartment,-0.09915199788768714,250.0,-2.220446049250313e-16
235,apartment,-0.09915199788768714,250.0,-2.220446049250313e-16
235,apartment,-0.09915199788768714,250.0,-2.220446049250313e-16
235,apartment,-0.09915199788768714,250.0,-2.220446049250313e-16
235,apartment,-0.09915199788768714,250.0,-2.220446049250313e-16
235,apartment,-0.09915199788768714,250.0,-2.220446049250313e-16
328,apartment,0.14174773842278926,350.0,0.19999999999999973
328,apartment,0.14174773842278926,350.0,0.19999999999999973
328,apartment,0.14174773842278926,350.0,0.19999999999999973
328,apartment,0.14174773842278926,350.0,0.19999999999999973
328,apartment,0.14174773842278926,350.0,0.19999999999999973
358,apartment,0.21945733078100743,400.0,0.3999999999999997
358,apartment,0.21945733078100743,400.0,0.3999999999999997
328,apartment,0.14174773842278926,350.0,0.19999999999999973
90,room,-0.014644229221005355,100.0,-2.220446049250313e-16
151,apartment,-0.31673885649069805,200.0,-0.20000000000000018
95,apartment,-0.46179676222603866,100.0,-0.40000000000000013
180,apartment,-0.2416195838777538,200.0,-0.20000000000000018
250,apartment,-0.06029720170857804,250.0,-2.220446049250313e-16
60,room,-0.13140895472583608,100.0,-2.220446049250313e-16
118,apartment,-0.40221940808473805,150.0,-0.40000000000000013
115,apartment,-0.4099903673205599,150.0,-0.40000000000000013
299,apartment,0.06662846580984501,300.0,0.19999999999999973
47,room,-0.18200700244459606,50.0,-2.220446049250313e-16
339,apartment,0.17024125562080258,350.0,0.19999999999999973
130,apartment,-0.3711355711414508,150.0,-0.20000000000000018
450,apartment,0.45776674734620987,450.0,0.5999999999999996
285,apartment,0.03036398937600985,300.0,0.19999999999999973
65,apartment,-0.5395063545842569,100.0,-0.40000000000000013
275,apartment,0.0044607919232704536,300.0,0.19999999999999973
95,apartment,-0.46179676222603866,100.0,-0.40000000000000013
125,apartment,-0.3840871698678205,150.0,-0.20000000000000018
295,apartment,0.05626718682874925,300.0,0.19999999999999973
80,apartment,-0.5006515584051477,100.0,-0.40000000000000013
110,apartment,-0.4229419660469296,150.0,-0.40000000000000013
179,apartment,-0.24420990362302775,200.0,-0.20000000000000018
119,apartment,-0.39962908833946414,150.0,-0.20000000000000018
140,apartment,-0.3452323736887114,150.0,-0.20000000000000018
140,apartment,-0.3452323736887114,150.0,-0.20000000000000018
79,apartment,-0.5032418781504218,100.0,-0.40000000000000013
65,room,-0.11194816714169763,100.0,-2.220446049250313e-16
69,room,-0.09637953707438686,100.0,-2.220446049250313e-16
75,room,-0.07302659197342072,100.0,-2.220446049250313e-16
145,apartment,-0.3322807749623417,150.0,-0.20000000000000018
130,apartment,-0.3711355711414508,150.0,-0.20000000000000018
180,apartment,-0.2416195838777538,200.0,-0.20000000000000018
795,apartment,1.3514270594657192,800.0,1.3999999999999995
699,apartment,1.102756363919421,700.0,1.1999999999999993
165,apartment,-0.2804743800568629,200.0,-0.20000000000000018
500,apartment,0.5872827346099069,500.0,0.5999999999999996
250,apartment,-0.06029720170857804,250.0,-2.220446049250313e-16
259,apartment,-0.03698432400111258,300.0,-2.220446049250313e-16
235,apartment,-0.09915199788768714,250.0,-2.220446049250313e-16
70,room,-0.09248737955755917,100.0,-2.220446049250313e-16
182,apartment,-0.23643894438720592,200.0,-0.20000000000000018
275,apartment,0.0044607919232704536,300.0,0.19999999999999973
2575,apartment,5.962196206053331,,
199,apartment,-0.19240350871754897,200.0,-2.220446049250313e-16
525,apartment,0.6520407282417554,550.0,0.7999999999999996
69,apartment,-0.5291450756031612,100.0,-0.40000000000000013
149,apartment,-0.3219194959812459,150.0,-0.20000000000000018
75,room,-0.07302659197342072,100.0,-2.220446049250313e-16
330,apartment,0.14692837791333713,350.0,0.19999999999999973
600,apartment,0.8463147091373008,600.0,0.9999999999999996
89,apartment,-0.4773386806976823,100.0,-0.40000000000000013
311,apartment,0.09771230275313228,350.0,0.19999999999999973
165,apartment,-0.2804743800568629,200.0,-0.20000000000000018
225,apartment,-0.12505519534042653,250.0,-2.220446049250313e-16
275,apartment,0.0044607919232704536,300.0,0.19999999999999973
110,room,0.06319892111554846,150.0,0.19999999999999973
259,apartment,-0.03698432400111258,300.0,-2.220446049250313e-16
139,apartment,-0.3478226934339853,150.0,-0.20000000000000018
34,room,-0.23260505016335606,50.0,-0.20000000000000018
31,room,-0.24428152271383913,50.0,-0.20000000000000018
149,apartment,-0.3219194959812459,150.0,-0.20000000000000018
425,apartment,0.3930087537143614,450.0,0.3999999999999997
198,apartment,-0.1949938284628229,200.0,-2.220446049250313e-16
250,apartment,-0.06029720170857804,250.0,-2.220446049250313e-16
450,apartment,0.45776674734620987,450.0,0.5999999999999996
360,apartment,0.22463797027155533,400.0,0.3999999999999997
109,apartment,-0.42553228579220354,150.0,-0.40000000000000013
225,apartment,-0.12505519534042653,250.0,-2.220446049250313e-16
110,apartment,-0.4229419660469296,150.0,-0.40000000000000013
115,apartment,-0.4099903673205599,150.0,-0.40000000000000013
115,apartment,-0.4099903673205599,150.0,-0.40000000000000013
125,room,0.12158128386796384,150.0,0.19999999999999973
499,apartment,0.584692414864633,500.0,0.5999999999999996
65,room,-0.11194816714169763,100.0,-2.220446049250313e-16
89,room,-0.018536386737833047,100.0,-2.220446049250313e-16
75,room,-0.07302659197342072,100.0,-2.220446049250313e-16
429,apartment,0.4033700326954572,450.0,0.5999999999999996
118,apartment,-0.40221940808473805,150.0,-0.40000000000000013
121,apartment,-0.3944484488489162,150.0,-0.20000000000000018
40,room,-0.2092521050623899,50.0,-0.20000000000000018
385,apartment,0.28939596390340383,400.0,0.3999999999999997
1200,apartment,2.4005065563016648,,2.599999999999999
58,room,-0.13919326975949148,100.0,-2.220446049250313e-16
130,apartment,-0.3711355711414508,150.0,-0.20000000000000018
210,apartment,-0.1639099915195356,250.0,-2.220446049250313e-16
45,room,-0.18979131747825145,50.0,-2.220446049250313e-16
119,apartment,-0.39962908833946414,150.0,-0.20000000000000018
76,room,-0.06913443445659302,100.0,-2.220446049250313e-16
52,room,-0.16254621486045762,100.0,-2.220446049250313e-16
135,room,0.16050285903624073,150.0,0.19999999999999973
55,room,-0.15086974230997455,100.0,-2.220446049250313e-16
350,apartment,0.19873477281881594,350.0,0.19999999999999973
69,room,-0.09637953707438686,100.0,-2.220446049250313e-16
149,apartment,-0.3219194959812459,150.0,-0.20000000000000018
79,apartment,-0.5032418781504218,100.0,-0.40000000000000013
93,apartment,-0.4669774017165866,100.0,-0.40000000000000013
220,apartment,-0.13800679406679622,250.0,-2.220446049250313e-16
190,apartment,-0.21571638642501442,200.0,-0.20000000000000018
110,apartment,-0.4229419660469296,150.0,-0.40000000000000013
125,apartment,-0.3840871698678205,150.0,-0.20000000000000018
97,apartment,-0.4566161227354908,100.0,-0.40000000000000013
900,apartment,1.6234106327194828,900.0,1.7999999999999994
95,room,0.004816558363133101,100.0,0.19999999999999973
150,apartment,-0.319329176235972,150.0,-0.20000000000000018
185,apartment,-0.22866798515138412,200.0,-0.20000000000000018
205,apartment,-0.1768615902459053,250.0,-2.220446049250313e-16
394,apartment,0.31270884161086926,400.0,0.3999999999999997
237,apartment,-0.09397135839713926,250.0,-2.220446049250313e-16
289,room,0.7598951166277051,300.0,0.7999999999999996
275,apartment,0.0044607919232704536,300.0,0.19999999999999973
60,apartment,-0.5524579533106265,100.0,-0.40000000000000013
315,apartment,0.10807358173422804,350.0,0.19999999999999973
102,apartment,-0.4436645240091211,150.0,-0.40000000000000013
150,apartment,-0.319329176235972,150.0,-0.20000000000000018
250,apartment,-0.06029720170857804,250.0,-2.220446049250313e-16
129,apartment,-0.37372589088672475,150.0,-0.20000000000000018
39,room,-0.2131442625792176,50.0,-0.20000000000000018
300,apartment,0.06921878555511894,300.0,0.19999999999999973
79,apartment,-0.5032418781504218,100.0,-0.40000000000000013
180,apartment,-0.2416195838777538,200.0,-0.20000000000000018
139,apartment,-0.3478226934339853,150.0,-0.20000000000000018
119,apartment,-0.39962908833946414,150.0,-0.20000000000000018
280,apartment,0.01741239064964015,300.0,0.19999999999999973
159,apartment,-0.2960162985285065,200.0,-0.20000000000000018
95,apartment,-0.46179676222603866,100.0,-0.40000000000000013
135,apartment,-0.3581839724150811,150.0,-0.20000000000000018
110,apartment,-0.4229419660469296,150.0,-0.40000000000000013
60,apartment,-0.5524579533106265,100.0,-0.40000000000000013
125,apartment,-0.3840871698678205,150.0,-0.20000000000000018
350,apartment,0.19873477281881594,350.0,0.19999999999999973
237,apartment,-0.09397135839713926,250.0,-2.220446049250313e-16
98,apartment,-0.4540258029902169,100.0,-0.40000000000000013
173,apartment,-0.2597518220946714,200.0,-0.20000000000000018
198,apartment,-0.1949938284628229,200.0,-2.220446049250313e-16
175,apartment,-0.25457118260412354,200.0,-0.20000000000000018
50,room,-0.170330529894113,50.0,-2.220446049250313e-16
237,apartment,-0.09397135839713926,250.0,-2.220446049250313e-16
140,apartment,-0.3452323736887114,150.0,-0.20000000000000018
135,apartment,-0.3581839724150811,150.0,-0.20000000000000018
349,apartment,0.19614445307354197,350.0,0.19999999999999973
430,apartment,0.4059603524407311,450.0,0.5999999999999996
215,apartment,-0.15095839279316592,250.0,-2.220446049250313e-16
205,apartment,-0.1768615902459053,250.0,-2.220446049250313e-16
36,room,-0.22482073512970066,50.0,-0.20000000000000018
225,apartment,-0.12505519534042653,250.0,-2.220446049250313e-16
89,apartment,-0.4773386806976823,100.0,-0.40000000000000013
149,apartment,-0.3219194959812459,150.0,-0.20000000000000018
195,apartment,-0.20276478769864473,200.0,-0.20000000000000018
237,apartment,-0.09397135839713926,250.0,-2.220446049250313e-16
104,apartment,-0.43848388451857323,150.0,-0.40000000000000013
97,apartment,-0.4566161227354908,100.0,-0.40000000000000013
99,apartment,-0.4514354832449429,100.0,-0.40000000000000013
99,apartment,-0.4514354832449429,100.0,-0.40000000000000013
139,apartment,-0.3478226934339853,150.0,-0.20000000000000018
149,apartment,-0.3219194959812459,150.0,-0.20000000000000018
129,apartment,-0.37372589088672475,150.0,-0.20000000000000018
129,apartment,-0.37372589088672475,150.0,-0.20000000000000018
279,apartment,0.014822070904366212,300.0,0.19999999999999973
149,apartment,-0.3219194959812459,150.0,-0.20000000000000018
159,apartment,-0.2960162985285065,200.0,-0.20000000000000018
175,apartment,-0.25457118260412354,200.0,-0.20000000000000018
110,room,0.06319892111554846,150.0,0.19999999999999973
129,room,0.1371499139352746,150.0,0.19999999999999973
89,apartment,-0.4773386806976823,100.0,-0.40000000000000013
70,room,-0.09248737955755917,100.0,-2.220446049250313e-16
245,apartment,-0.07324880043494773,250.0,-2.220446049250313e-16
60,room,-0.13140895472583608,100.0,-2.220446049250313e-16
750,apartment,1.2348626709283919,750.0,1.3999999999999995
75,room,-0.07302659197342072,100.0,-2.220446049250313e-16
200,apartment,-0.189813188972275,200.0,-2.220446049250313e-16
139,apartment,-0.3478226934339853,150.0,-0.20000000000000018
59,room,-0.13530111224266378,100.0,-2.220446049250313e-16
100,apartment,-0.44884516349966896,100.0,-0.40000000000000013
215,apartment,-0.15095839279316592,250.0,-2.220446049250313e-16
185,apartment,-0.22866798515138412,200.0,-0.20000000000000018
70,room,-0.09248737955755917,100.0,-2.220446049250313e-16
89,room,-0.018536386737833047,100.0,-2.220446049250313e-16
119,apartment,-0.39962908833946414,150.0,-0.20000000000000018
89,apartment,-0.4773386806976823,100.0,-0.40000000000000013
99,apartment,-0.4514354832449429,100.0,-0.40000000000000013
189,apartment,-0.21830670617028836,200.0,-0.20000000000000018
350,apartment,0.19873477281881594,350.0,0.19999999999999973
622,apartment,0.9033017435333275,650.0,0.9999999999999996
300,room,0.8027088493128097,300.0,0.9999999999999996
93,room,-0.002967756670522281,100.0,-2.220446049250313e-16
175,apartment,-0.25457118260412354,200.0,-0.20000000000000018
300,apartment,0.06921878555511894,300.0,0.19999999999999973
178,apartment,-0.24680022336830168,200.0,-0.20000000000000018
213,apartment,-0.1561390322837138,250.0,-2.220446049250313e-16
135,apartment,-0.3581839724150811,150.0,-0.20000000000000018
119,apartment,-0.39962908833946414,150.0,-0.20000000000000018
75,apartment,-0.5136031571315175,100.0,-0.40000000000000013
160,apartment,-0.2934259787832326,200.0,-0.20000000000000018
77,room,-0.06524227693976534,100.0,-2.220446049250313e-16
200,apartment,-0.189813188972275,200.0,-2.220446049250313e-16
99,apartment,-0.4514354832449429,100.0,-0.40000000000000013
195,apartment,-0.20276478769864473,200.0,-0.20000000000000018
342,apartment,0.1780122148566244,350.0,0.19999999999999973
69,room,-0.09637953707438686,100.0,-2.220446049250313e-16
90,room,-0.014644229221005355,100.0,-2.220446049250313e-16
